,x,y
0,-0.75,1.75
1,-0.17497446668987493,1.410981435631868
2,-0.18150826634186146,0.7207987498128716
3,-0.07005770737020178,0.37687200028177337
4,0.11789489549055077,0.19089004132186016
5,0.31518223120144473,0.10239462385227949
6,0.4531085957574239,0.10086723135868514
7,0.515164134125335,0.1530873154539909
8,0.5542748824131367,0.20924070027156083
9,0.5891120778926402,0.25823067277283407
10,0.618963326914524,0.30264185654590836
11,0.6453603593240826,0.3428787283055025
12,0.6687824885224243,0.3796843608462037
13,0.6898258808497599,0.41347718890022267
14,0.7088275954563121,0.44466846739518573
15,0.7261144510446398,0.47355251373777507
16,0.7419066994004555,0.5003973548768135
17,0.7564090985240017,0.5254114527460438
18,0.7697702353343043,0.5487830885379711
19,0.7821286282550355,0.5706646518722961
20,0.7935882715329232,0.5911949215041975
21,0.8042480828019852,0.6104886331094029
22,0.814183064410172,0.628651805900037
23,0.8234669780793701,0.6457729341361863
24,0.832155061927805,0.6619353990616769
25,0.8403044934372728,0.6772087230768714
26,0.8479563339619756,0.6916601823838705
27,0.8551566957089158,0.7053450633450494
28,0.8619358182947915,0.7183190187804186
29,0.8683326681063603,0.730626186819964
30,0.8743684713689485,0.7423139046603361
31,0.8800782630969836,0.7534170641922031
32,0.8854747459210182,0.7639774066840017
33,0.8905922658323142,0.7740214661739457
34,0.8954339970381091,0.7835880250671395
35,0.9000377377501587,0.7926950340593913
36,0.9043939198022384,0.8013814817169065
37,0.9085502287196213,0.8096549219460812
38,0.9124772702329306,0.8175592200262785
39,0.9162439611134497,0.8250869943590086
40,0.9197865850276856,0.8322949953179358
41,0.9232168079039955,0.8391511786574131
42,0.9264071976085898,0.8457402265269274
43,0.9295548587671975,0.8519852611539632
44,0.9324083720263727,0.8580287483058331
45,0.9353376770769478,0.8637070602653515
46,0.9378415756230543,0.8692818152125252
47,0.9406463019493445,0.8744143180898285
48,0.9427332314269686,0.8796148917304023
49,0.9455784277587921,0.8841804186835679
50,0.9470654378332163,0.8891494908631778
51,0.9502809017803749,0.8930412172006993
52,0.950728958655926,0.8980375047446104
53,0.9550232487539284,0.9009615287857957
54,0.9534103087932653,0.9065154672231512
55,0.9603678322239585,0.9077533420682103
56,0.9543179932434541,0.915029857619377
57,0.9675646568797259,0.9128763449237955
58,0.9515026018396203,0.9245288550832875
59,0.9794439504058328,0.9149430281954285
60,0.9400997457028927,0.9371267400910034
